date,time,last_price,change_percent
2024-03-06,17:09:40, 8878.67, 0.4
2024-03-06,17:10:40, 8878.61, 0.4
2024-03-06,17:10:40, 8878.61, 0.4
2024-03-06,17:12:40, 8879.0, 0.4
2024-03-06,17:13:40, 8877.61, 0.39
2024-03-06,17:14:40, 8875.17, 0.36
2024-03-06,17:15:40, 8875.84, 0.37
2024-03-06,17:16:40, 8877.07, 0.38
2024-03-06,17:17:40, 8879.59, 0.41
2024-03-06,17:18:40, 8882.01, 0.44
