date,time,last_price,change_percent
2024-03-06,17:09:40, 1813.6, -0.9
2024-03-06,17:10:40, 1814.76, -0.84
2024-03-06,17:11:40, 1814.77, -0.84
2024-03-06,17:12:40, 1813.33, -0.91
2024-03-06,17:13:40, 1812.75, -0.95
2024-03-06,17:14:40, 1814.74, -0.84
2024-03-06,17:15:40, 1815.34, -0.8
2024-03-06,17:16:40, 1813.94, -0.88
2024-03-06,17:17:40, 1813.59, -0.9
2024-03-06,17:18:40, 1814.38, -0.86
