date,time,last_price,change_percent
2024-03-06,17:09:40, 5425.94, -0.16
2024-03-06,17:10:40, 5426.47, -0.15
2024-03-06,17:10:40, 5426.47, -0.15
2024-03-06,17:10:40, 5426.47, -0.15
2024-03-06,17:13:40, 5426.69, -0.15
2024-03-06,17:14:40, 5426.17, -0.16
2024-03-06,17:15:40, 5422.55, -0.22
2024-03-06,17:16:40, 5426.69, -0.15
2024-03-06,17:16:40, 5426.69, -0.15
2024-03-06,17:18:40, 5430.83, -0.07
