date,time,last_price,change_percent
2024-03-06,17:09:40, 3707.95, 0.58
2024-03-06,17:10:40, 3708.37, 0.59
2024-03-06,17:11:40, 3707.5, 0.56
2024-03-06,17:12:40, 3708.18, 0.58
2024-03-06,17:13:40, 3707.52, 0.56
2024-03-06,17:14:40, 3707.58, 0.57
2024-03-06,17:15:40, 3707.99, 0.58
2024-03-06,17:16:40, 3708.37, 0.59
2024-03-06,17:17:40, 3709.0, 0.6
2024-03-06,17:18:40, 3708.45, 0.59
