date,time,last_price,change_percent
2024-03-06,16:21:40, 1817.55, -0.68
2024-03-06,16:22:40, 1816.41, -0.75
2024-03-06,16:23:40, 1817.49, -0.69
2024-03-06,16:24:40, 1817.39, -0.69
2024-03-06,16:25:40, 1816.92, -0.72
2024-03-06,16:26:40, 1815.15, -0.81
2024-03-06,16:27:40, 1814.82, -0.83
2024-03-06,16:28:40, 1814.77, -0.84
2024-03-06,16:29:40, 1814.87, -0.83
2024-03-06,16:30:40, 1816.46, -0.74
