date,time,last_price,change_percent
2024-03-06,17:09:40, 1934.04, 0.99
2024-03-06,17:10:40, 1933.73, 0.97
2024-03-06,17:11:40, 1934.21, 0.99
2024-03-06,17:12:40, 1935.25, 1.05
2024-03-06,17:13:40, 1934.62, 1.02
2024-03-06,17:14:40, 1934.73, 1.02
2024-03-06,17:15:40, 1934.0, 0.98
2024-03-06,17:16:40, 1933.88, 0.98
2024-03-06,17:17:40, 1934.5, 1.01
2024-03-06,17:18:40, 1933.88, 0.98
