date,time,last_price,change_percent
2024-03-06,17:09:40, 1512.93, 1.31
2024-03-06,17:10:40, 1514.02, 1.39
2024-03-06,17:11:40, 1513.53, 1.35
2024-03-06,17:12:40, 1511.69, 1.23
2024-03-06,17:13:40, 1510.29, 1.14
2024-03-06,17:14:40, 1510.96, 1.18
2024-03-06,17:15:40, 1512.02, 1.25
2024-03-06,17:16:40, 1511.91, 1.24
2024-03-06,17:17:40, 1511.49, 1.22
2024-03-06,17:17:40, 1511.49, 1.22
