date,time,last_price,change_percent
2024-03-06,17:09:40, 493.95, 0.74
2024-03-06,17:09:40, 493.95, 0.74
2024-03-06,17:09:40, 493.95, 0.74
2024-03-06,17:09:40, 493.95, 0.74
2024-03-06,17:13:40, 494.51, 0.85
2024-03-06,17:14:40, 494.73, 0.9
2024-03-06,17:14:40, 494.73, 0.9
2024-03-06,17:16:40, 494.88, 0.93
2024-03-06,17:16:40, 494.88, 0.93
2024-03-06,17:18:40, 494.95, 0.94
