date,time,last_price,change_percent
2024-03-06,17:09:40, 3140.02, 0.86
2024-03-06,17:10:40, 3140.66, 0.88
2024-03-06,17:11:40, 3141.26, 0.9
2024-03-06,17:12:40, 3140.89, 0.89
2024-03-06,17:13:40, 3141.44, 0.9
2024-03-06,17:14:40, 3142.05, 0.92
2024-03-06,17:15:40, 3140.54, 0.87
2024-03-06,17:16:40, 3140.55, 0.88
2024-03-06,17:17:40, 3140.76, 0.88
2024-03-06,17:18:40, 3139.83, 0.85
