date,time,last_price,change_percent
2024-03-06,17:09:40, 3344.78, 1.46
2024-03-06,17:10:40, 3344.75, 1.46
2024-03-06,17:11:40, 3344.43, 1.45
2024-03-06,17:12:40, 3343.91, 1.43
2024-03-06,17:13:40, 3343.41, 1.42
2024-03-06,17:14:40, 3343.05, 1.41
2024-03-06,17:15:40, 3342.8, 1.4
2024-03-06,17:16:40, 3342.88, 1.4
2024-03-06,17:17:40, 3342.94, 1.4
2024-03-06,17:18:40, 3342.96, 1.4
